id,name_en,desc_en,keywords_en,name_pt,desc_pt,keywords_pt
~X~042306,Other Vegetable Residues,"oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of vegetable fats or oils, other than those of heading 23.04 or 23.05.",NULL,Bagaços de sementes de algodão,"bagaços e outros resíduos sólidos, mesmo triturados ou em pellets, resultantes da extracção de gorduras ou óleos vegetais, excepto os das posições 23.04 e 23.05.",NULL
~X~042307,Wine Lees,wine lees; argol.,NULL,"Borras de vinho, argol",borras de vinho; argol.,NULL
~X~042308,Other Vegetable Residues and Waste,"vegetable materials and vegetable waste, vegetable residues and by-products, whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included.",NULL,Matérias vegetais e desperdícios,"matérias vegetais e desperdícios vegetais, resíduos e subprodutos, ou não, na forma de pellets, dos tipos utilizados na alimentação de animais, não especificados nem compreendidos.",NULL
~X~042309,Animal Food,preparations of a kind used in animal feeding.,"dog, cat, bird, pet",Preparações dos tipos utilizados na alimentação animal,preparações dos tipos utilizados na alimentação animal.,NULL
~X~0424,Tobacco,tobacco and manufactured tobacco substitutes,NULL,tabaco e seus sucedâneos manufaturados,tabaco e seus sucedâneos manufaturados,NULL
~X~042401,Raw Tobacco,unmanufactured tobacco; tobacco refuse.,NULL,Tabaco em bruto,tabaco não manufacturado; desperdícios de tabaco.,NULL
~X~042402,Rolled Tobacco,"cigars, cheroots, cigarillos and cigarettes, of tobacco or of tobacco substitutes.","cigar, cigarette",Charutos,"charutos, cigarrilhas e cigarros, de tabaco ou dos seus sucedâneos.",NULL
~X~042403,Processed Tobacco,"other manufactured tobacco and manufactured tobacco substitutes; ""homogenised"" or ""reconstituted"" tobacco; tobacco extracts and essences.",NULL,Cigarros,"tabacos manufacturados outro e seus sucedâneos manufaturados, ""homogeneizadas"" ""ou"" ""reconstituído"" ""tabaco; extractos e essências.""",NULL
~X~05,Mineral Products,Mineral Products,NULL,Produtos Minerais,NULL,NULL
~X~0525,"Salt, Sulphur, Stone, Lime and Cement","salt; sulphur; earths and stone; plastering materials, lime and cement",NULL,"sal, enxofre, terras e pedras, gesso, cal e cimento","sal, enxofre, terras e pedras, gesso, cal e cimento",NULL
~X~052501,Salt,"salt (including table salt and denatured salt) and pure sodium chloride, whether or not in aqueous solution or containing added anti-caking or free-flowing agents; sea water.",NULL,Sal,"sal (incluindo o sal de mesa eo sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de antiespumantes ou fluidez; água do mar.",NULL
~X~052502,Iron Pyrites,unroasted iron pyrites.,NULL,Pirites de ferro,pirites de ferro ustuladas.,NULL
~X~052503,Sulphur,"sulphur of all kinds, other than sublimed sulphur, precipitated sulphur and colloidal sulphur.",NULL,Enxofre,"enxofre de qualquer espécie, excepto o enxofre sublimado, o precipitado de enxofre e enxofre coloidal.",NULL
~X~052504,Graphite,natural graphite.,NULL,Grafite natural,grafite natural.,NULL
~X~052505,Sand,"natural sands of all kinds, whether or not coloured, other than metalbearing sands of chapter 26.",NULL,Areias naturais,"areias naturais de qualquer espécie, mesmo coradas, excepto areias metalbearing do capítulo 26.",NULL
~X~052506,Quartz,"quartz (other than natural sands); quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape.",NULL,Quartzo,"quartzo (excepto areias naturais);. quartzito, mesmo desbastada ou simplesmente cortada à serra ou por outro meio, em blocos ou placas de forma (quadrada) retangular",NULL
~X~052507,Kaolin,"kaolin and other kaolinic clays, whether or not calcined.",NULL,Caulim,"caulim e outras argilas caulínicas, mesmo calcinadas.",NULL
~X~052508,Clays,"other clays (not including expanded clays of heading 68.06), andalusite, kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earths.",NULL,Argilas,"outras argilas (excepto argilas expandidas da posição 68.06), andaluzita, cianita e silimanita, calcinados ou não; mulita, terras chamotte ou dinas.",NULL
~X~052509,Chalk,chalk.,NULL,Giz,chalk.,NULL
~X~052510,Calcium Phosphates,"natural calcium phosphates, natural Aluminium calcium phosphates and phosphatic chalk.",NULL,Fosfatos de cálcio naturais,"fosfatos de cálcio naturais, fosfatos de cálcio naturais de alumínio e cré fosfatado.",NULL
~X~052511,Barium Sulphate,"natural barium sulphate (barytes); natural barium carbonate (witherite), whether or not calcined, other than barium oxide of heading 28.16.",NULL,Sulfato de bário natural,"sulfato de bário natural (barita), carbonato de bário natural (witherite), mesmo calcinado, excepto o óxido de bário da posição 28.16.",NULL
~X~052512,Siliceous Fossil Meals,"siliceous fossil meals (for example, kieselguhr, tripolite and diatomite) and similar siliceous earths, whether or not calcined, of an apparent specific gravity of 1 or less.",NULL,Farinhas siliciosas fósseis e terras,"farinhas siliciosas fósseis (por exemplo, kieselguhr, tripolite, diatomite) e de terras siliciosas semelhantes, mesmo calcinado, de uma gravidade específica aparente de 1 ou menos.",NULL
~X~052513,Pumice,"pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated.",NULL,Pedra-pomes,"pedra-pomes, esmeril, corindo natural, granada natural e outros abrasivos naturais, mesmo tratados termicamente.",NULL
~X~052514,Slate,"slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape.",NULL,Ardósia,"slate, mesmo desbastada ou simplesmente cortada à serra ou por outro meio, em blocos ou placas de forma (quadrada) retangular.",NULL
~X~052515,"Marble, Travertine and Alabaster","marble, travertine, ecaussine and other calcareous monumental or building stone of an apparent specific gravity of 2.5 or more, and alabaster, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (inc",NULL,Mármores e travertinos,"marble, travertinos, granitos belgas e outras pedras calcárias de cantaria ou de construção de uma densidade aparente de 2,5 ou mais, e alabastro, mesmo desbastados ou simplesmente cortados à serra ou por outro meio, em blocos ou placas de retangular (inc",NULL
~X~052516,Granite,"granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape.",NULL,Granito,"granito, pórfiro, basalto, arenito e outras pedras de cantaria ou de construção, ou não desbastada ou simplesmente cortada à serra ou por outro meio, em blocos ou placas de forma (quadrada) retangular.",NULL
~X~052517,Gravel and Crushed Stone,"pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated; macadam of slag, dross or similar industrial waste, whether or n",NULL,"Calhaus, cascalho, pedra quebrada e esmagada por agregado","calhaus, cascalho, pedras britadas, dos tipos geralmente usados ​​para agregados de betão, para empedramento de estradas ou de vias férreas ou outros balastros, seixos rolados e sílex, mesmo tratados termicamente; macadame de escórias, escórias ou de resí",NULL
~X~052518,Dolomite,"dolomite, whether or not calcined or sintered, including dolomite roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; dolomite ramming mix.",NULL,Dolomite não calcinada,"dolomite, ou não calcinada nem sinterizada, incluindo a dolomite desbastada ou simplesmente cortada à serra ou por outro meio, em blocos ou placas de forma (quadrada); retangular. mix abalroar dolomita",NULL
~X~052519,Magnesium Carbonate,"natural magnesium carbonate (magnesite); fused magnesia; dead-burned (sintered) magnesia, whether or not containing small quantities of other oxides added before sintering; other magnesium oxide, whether or not pure.",NULL,Carbonato de magnésio natural,"o carbonato de magnésio natural (magnesita); magnésia fundida; calcinada a fundo (sinterizada), mesmo contendo pequenas quantidades de outros óxidos adicionados antes da sinterização; outro óxido de magnésio, mesmo puro.",NULL
~X~052520,Gypsum,"gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulphate) whether or not coloured, with or without small quantities of accelerators or retarders.",NULL,Gipsita,"gypsum; anidrite;. emplastros (consistindo de gesso calcinado ou sulfato de cálcio) ou não colorido, com ou sem pequenas quantidades de aceleradores ou retardadores",NULL
~X~052521,Limestone,"limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement.",NULL,Calcário,"calcário fluxo; pedras calcárias outro, do tipo utilizado para a fabricação de cal ou cimento.",NULL
~X~052522,Quicklime,"quicklime, slaked lime and hydraulic lime, other than calcium oxide and hydroxide of heading 28.25.",NULL,Cal viva,"cal, cal apagada e cal hidráulica, com exclusão do óxido e hidróxido de cálcio da posição 28.25.",NULL
~X~052523,Cement,"portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers.","concrete, mortar, stucco, grout, OPC",Cimento,"cimento portland, cimento aluminoso, cimento, escória, cimento e similares supersulphate cimentos hidráulicos, mesmo corados ou sob a forma de clinkers.",NULL
~X~052524,Asbestos,asbestos.,NULL,Amianto,amianto.,NULL
~X~052525,Mica,"mica, including splitings; mica waste.",NULL,Mica,"mica, incluindo splitings; desperdícios de mica.",NULL
~X~052526,Soapstone,"natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc.","steatite, soaprock, soap",Esteatite natural,"esteatite natural, mesmo desbastada ou simplesmente cortada à serra ou por outro meio, em blocos ou placas de forma (quadrada) retangular,. talco",NULL
~X~052527,Cryolite,"Natural cryolite, natural chiolite",NULL,NULL,NULL,NULL
~X~052528,Borax,"natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85 % of h3bo3 calculated on the dry weight.","sodium borate, sodium tetraborate, disodium tetraborate, boron",Boratos de sódio naturais e seus concentrados,"boratos naturais e seus concentrados (calcinados ou não), mas não boratos extraídos de salmouras naturais;. Ácido bórico natural com não mais de 85% de h3bo3, em produto seco",NULL
~X~052529,Feldspar,"feldspar; leucite, nepheline and nepheline syenite; fluorspar.",tectosilicate minerals,Feldspato,"feldspato; leucita, nefelina e nefelina sienito; fluorita.",NULL
~X~052530,Other Mineral,mineral substances not elsewhere specified or included.,NULL,Outras substâncias minerais,matérias minerais não especificadas nem compreendidas.,NULL
~X~0526,Mineral Ore,"ores, slag and ash",NULL,"minérios, escórias e cinzas","minérios, escórias e cinzas",NULL
~X~052601,Iron Ore,"iron ores and concentrates, including roasted iron pyrites.",NULL,Minérios de ferro e seus concentrados,"minérios de ferro e concentrados, incluídas as piritas de ferro ustuladas.",NULL
~X~052602,Manganese Ore,"manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20 % or more, calculated on the dry weight.",NULL,"Manganês de 47 por cento ou mais, em peso","minérios de manganês e concentrados, incluindo ferruginosos minérios de manganês e concentrados com um teor de manganês de 20% ou mais, calculado sobre o peso seco.",NULL
~X~052603,Copper Ore,copper ores and concentrates.,NULL,Teor de ouro,minérios de cobre e concentrados.,NULL
~X~052604,Nickel Ore,nickel ores and concentrates.,NULL,Teor de metais Outros,níquel minérios e concentrados.,NULL
~X~052605,Cobalt Ore,cobalt ores and concentrates.,NULL,Minérios de cobalto,cobalt minérios e concentrados.,NULL
~X~052606,Aluminium Ore,Aluminium ores and concentrates.,NULL,Minérios de alumínio,minérios de alumínio e seus concentrados.,NULL
~X~052607,Lead Ore,lead ores and concentrates.,NULL,Minérios de chumbo,minérios de chumbo e seus concentrados.,NULL
~X~052608,Zinc Ore,zinc ores and concentrates.,NULL,Minérios de zinco,minérios e concentrados de zinco.,NULL
~X~052609,Tin Ores,tin ores and concentrates.,NULL,Minérios de estanho,minérios de estanho e seus concentrados.,NULL
~X~052610,Chromium Ore,chromium ores and concentrates.,NULL,Minério de cromo,minérios de cromo e seus concentrados.,NULL
~X~052611,Tungsten Ore,tungsten ores and concentrates.,NULL,Minérios de tungstênio,tungsten minérios e concentrados.,NULL
~X~052612,Uranium and Thorium Ore,uranium or thorium ores and concentrates.,NULL,De urânio ou de tório,"de urânio ou de tório, e seus concentrados.",NULL
~X~052613,Molybdenum Ore,molybdenum ores and concentrates.,NULL,Minérios de molibdênio,molibdênio minérios e concentrados.,NULL
~X~052614,Titanium Ore,titanium ores and concentrates.,NULL,Minérios de titânio,minérios de titânio e seus concentrados.,NULL
~X~052615,"Niobium, Tantalum, Vanadium and Zirconium Ore","niobium, tantalum, vanadium or zirconium ores and concentrates.",columbium,"Nióbio (colômbio), tântalo, vanádio ou de zircônio minérios","o nióbio, tântalo, vanádio ou de zircônio minérios e concentrados.",NULL
~X~052616,Precious Metal Ore,precious metal ores and concentrates.,NULL,Minérios de metais preciosos e se concentra,minérios de metais preciosos e concentrados.,NULL
~X~052617,Other Ores,other ores and concentrates.,NULL,Outros minérios e seus concentrados,outros minérios e seus concentrados.,NULL
~X~052618,Granulated Slag,granulated slag (slag sand) from the manufacture of iron or steel.,"vitreous, smelting ore, sand",Escória granulada,granulado de escória (areia de escória) a partir do fabrico de ferro ou aço.,NULL
~X~052619,Slag Dross,"slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel.",NULL,"Escórias, além escória granulada","escórias (exceto escória granulada), escaladas e outros resíduos da fabricação de ferro ou aço.",NULL
~X~052620,"Non-Iron and Steel Slag, Ash and Residues","slag, ash and residues (other than from the manufacture of iron or steel) containing metals, arsenic or their compounds.",NULL,"Escórias, cinzas e resíduos","cinzas e resíduos (excepto os provenientes da fabricação de ferro ou aço) contendo metais, arsênio ou seus compostos.",NULL
~X~052621,Other Slag and Ash,"other slag and ash, including seaweed ash (kelp); ash and residues from the incineration of municipal waste.",seaweed ash kelp,"Outras escórias e cinzas, incluindo cinzas de algas (kelp)","outras escórias e cinzas, incluindo cinzas de algas (kelp);. cinzas e resíduos provenientes da incineração de resíduos urbanos",NULL
~X~0527,Fossil Fuels,"mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",NULL,"combustíveis minerais, óleos minerais e produtos da sua destilação, substâncias betuminosas, ceras minerais","combustíveis minerais, óleos minerais e produtos da sua destilação, substâncias betuminosas, ceras minerais",NULL
~X~052701,Coal Briquettes,"coal; briquettes, ovoids and similar solid fuels manufactured from coal.",NULL,Carvão; briquetes,"o carvão, briquetes, ovais e combustíveis sólidos semelhantes a partir da hulha.",NULL
~X~052702,Lignite,"lignite, whether or not agglomerated, excluding jet.","brown coal, rosebud",Lignite,"linhites, não aglomerados, excluindo a jato.",NULL
~X~052703,Peat,"peat (including peat litter), whether or not agglomerated.",NULL,Turfa,"peat (incluindo maca turfa), mesmo aglomerado.",NULL
~X~052704,Coke,"coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon.",NULL,"Coca-Cola etc, de hulha, linhita ou turfa, carvão de retorta","coca-cola e semi-coque de hulha, de linhite ou de turfa, mesmo aglomerados; carvão de retorta.",NULL
~X~052705,Non-Petroleum Gas,"coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons.",NULL,"Gás, carvão, gás, água, gases de petróleo não","gás de hulha, gás, água, gás, produtor e gases semelhantes, exceto gases de petróleo e outros hidrocarbonetos gasosos.",NULL
~X~052706,Tar,"tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not dehydrated or partially distilled, including reconstituted tars.",NULL,Alcatrão de hulha,"alcatrão de hulha, de linhita ou de turfa e outros alcatrões minerais, mesmo desidratados ou parcialmente destilados, incluídos os alcatrões reconstituídos.",NULL
~X~052707,Coal Tar Oil,oils and other products of the distillation of high temperature coal tar; similar products in which the weight of the aromatic constituents exceeds that of the non-aromatic constituents.,NULL,Óleos e outros produtos da destilação do alcatrão de hulha a alta temperatura,"Óleos e outros produtos de destilação de alcatrão de hulha a alta temperatura; produtos semelhantes, em que o peso dos constituintes aromáticos que os constituintes não aromáticos.",NULL
~X~052708,Pitch Coke,"pitch and pitch coke, obtained from coal tar or from other mineral tars.",NULL,Breu e coque de breu,pitch e coque de breu obtidos a partir do alcatrão de hulha ou de outros alcatrões minerais.,NULL
~X~052709,Crude Petroleum,"petroleum oils and oils obtained from bituminous minerals, crude.",NULL,"Óleos brutos de petróleo,","Óleos de petróleo ou de minerais betuminosos, crude.",NULL
~X~052710,Refined Petroleum,"petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70 % or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic con",NULL,"Óleos brutos de petróleo, refinados","Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas, contendo, em peso, 70% ou mais de óleos de petróleo ou de óleos minerais betuminosos, os quais devem con básico",NULL
~X~052711,Petroleum Gas,petroleum gases and other gaseous hydrocarbons.,NULL,Gases de petróleo,gases de petróleo e outros hidrocarbonetos gasosos.,NULL
~X~052712,Petroleum Jelly,"petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, and similar products obtained by synthesis or by other processes, whether or not coloured.",NULL,Vaselina,"vaselina, parafina, micro-cristalina cera de petróleo, slack wax, ozocerite, cera de linhite, cera de turfa, outras ceras minerais e produtos semelhantes obtidos por síntese ou por outros processos, mesmo corados.",NULL
~X~052713,Petroleum Coke,"petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals.",NULL,O coque de petróleo,"o coque de petróleo, betume de petróleo e outros resíduos dos óleos de petróleo ou de óleos de minerais betuminosos.",NULL
~X~052714,Asphalt,"bitumen and asphalt, natural; bituminous or oil shale and tar sands; asphaltites and asphaltic rocks.",bitumen,"Betumes e asfaltos, naturais","betumes e asfaltos, naturais; betuminoso ou óleo de xisto e areias betuminosas;. asfaltites e rochas asfálticas",NULL
~X~052715,Asphalt Mixtures,"bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (for example, bituminous mastics, cut-backs).",NULL,"Misturas betuminosas, mastique de asfalto, betume / tar / PITC","misturas betuminosas à base de asfalto ou betume naturais, de betume de petróleo, de alcatrão mineral ou de breu de alcatrão mineral (por exemplo, mástiques betuminosos e cut backs).",NULL
~X~052716,Electricity,electrical energy. (optional heading),NULL,Energia elétrica,a energia elétrica. (título opcional),NULL
~X~06,Chemical Products,Products Of The Chemical Or Allied Industries,NULL,Produtos químicos,NULL,NULL
~X~0628,Inorganic Chemicals and Compounds,"inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",NULL,"produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de metais das terras raras, de elementos radioativos ou de isótopos","produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de metais das terras raras, de elementos radioativos ou de isótopos",NULL
~X~062801,Halogens,"fluorine, chlorine, bromine and iodine.","fluorine, chlorine, bromine, iodine","Flúor, cloro, bromo e iodo","flúor, cloro, bromo e iodo.",NULL
~X~062802,Sulfur,"sulphur, sublimed or precipitated; colloidal sulphur.",NULL,"Enxofre, sublimado ou precipitado","enxofre, sublimado ou precipitado; enxofre coloidal.",NULL
~X~062803,Carbon,carbon (carbon blacks and other forms of carbon not elsewhere specified or included).,NULL,"Carbono, nesoi",carbono (negros de carbono e outras formas de carbono não especificadas nem compreendidas).,NULL
~X~062804,Hydrogen,"hydrogen, rare gases and other non-metals.","rare, noble, neon, helium, argon, krypton, xenon, radon","Hidrogênio, gases raros e outros não-metais","hidrogênio, gases raros e outros não-metais.",NULL
~X~062805,Alkaline Metals,"alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury.",NULL,"Metais alcalinos ou alcalino-terrosos; metais de terras raras, escândio e ítrio","os metais alcalinos ou alcalino-terrosos; metais de terras raras, escândio e ítrio, mesmo misturados ou ligados entre si, o mercúrio.",NULL
~X~062806,Hydrochloric Acid,hydrogen chloride (hydrochloric acid); chlorosulphuric acid.,NULL,Cloreto de hidrogénio (ácido clorídrico); ácido chlorosulfuric,cloreto de hidrogénio (ácido clorídrico); ácido chlorosulphuric.,NULL
~X~062807,Sulfuric Acid,sulphuric acid; oleum.,NULL,Ácido sulfúrico; oleum,o ácido sulfúrico; oleum.,NULL
~X~062808,Nitric Acids,nitric acid; sulphonitric acids.,NULL,Ácidos Sulfonitric,Ácido nítrico e sulfonítrico.,NULL
~X~062809,Phosphoric Acid,"diphosphorus pentaoxide; phosphoric acid; polyphosphoric acids, whether or not chemically defined.",NULL,Pentaóxido difósforo; ácido fosfórico; ácidos polifosfóricos,"pentóxido difósforo; ácido fosfórico; ácidos polifosfóricos, química definida ou não.",NULL
~X~062810,Boron,oxides of boron; boric acids.,NULL,"Óxidos de boro, ácidos bórico","Óxidos de boro, ácidos bórico.",NULL
~X~062811,Other Inorganic Acids,other inorganic acids and other inorganic oxygen compounds of non-metals.,NULL,Outros ácidos inorgânicos e outros compostos oxigenados inorgânicos dos elementos não-metais,outros ácidos inorgânicos e outros compostos oxigenados inorgânicos dos elementos não-metais.,NULL
~X~062812,Halides,halides and halide oxides of non-metals.,NULL,Halogenetos e oxialogenetos de não-metais,halogenetos e oxialogenetos de não-metais.,NULL
~X~062813,Nonmetal Sulfides,sulphides of non-metals; commercial phosphorus trisulphide.,NULL,Sulfetos dos elementos não-metálicos,sulfuretos dos não-metais; trissulfeto fósforo comerciais.,NULL
~X~062814,Ammonia,"ammonia, anhydrous or in aqueous solution.",NULL,Amônia,amoníaco anidro ou em solução aquosa.,NULL
~X~062815,Sodium or Potassium Peroxides,sodium hydroxide (caustic soda); potassium hydroxide (caustic potash); peroxides of sodium or potassium.,NULL,Hidróxido de sódio; hidróxido de potássio; peróxidos de sódio ou de potássio,hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio.,NULL
~X~062816,Magnesium Hydroxide and Peroxide,"hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides, of strontium or barium.",NULL,"Hidróxido de sódio e peróxido de magnésio; óxidos, hidróxidos e peróxidos, de estrôncio ou bário","hidróxido e peróxido de magnésio; óxidos, hidróxidos e peróxidos, de estrôncio ou bário.",NULL
~X~062817,Zinc Oxide and Peroxide,zinc oxide; zinc peroxide.,NULL,O óxido de zinco e peróxido,o óxido de zinco; peróxido de zinco.,NULL
~X~062818,Aluminium Oxide,"artificial corundum, whether or not chemically defined; Aluminium oxide; Aluminium hydroxide.",corundum,Corindo artificial,"corindo artificial, química definida ou não; óxido de alumínio; hidróxido de alumínio.",NULL
~X~062819,Chromium Oxides and Hydroxides,chromium oxides and hydroxides.,NULL,Óxidos de crómio e hidróxidos,Óxidos de crómio e hidróxidos.,NULL
~X~062820,Manganese Oxides,manganese oxides.,NULL,Óxidos de manganês,Óxidos de manganês.,NULL
~X~062821,Iron Oxides and Hydroxides,iron oxides and hydroxides; earth colours containing 70 % or more by weight of combined iron evaluated as fe2o3.,rust,Óxidos de ferro e hidróxidos,"Óxidos de ferro e hidróxidos; terras corantes contendo 70% ou mais em peso de ferro combinado, expresso em fe2o3.",NULL
~X~062822,Cobalt Oxides and Hydroxides,cobalt oxides and hydroxides; commercial cobalt oxides.,NULL,Óxidos e hidróxidos de cobalto,Óxidos e hidróxidos de cobalto; óxidos de cobalto comerciais.,NULL
~X~062823,Titanium Oxides,titanium oxides.,NULL,Titanium óxidos,titânio óxidos.,NULL
~X~062824,Lead Oxides,lead oxides; red lead and orange lead.,NULL,Chumbo óxidos,chumbo óxidos; chumbo vermelho e chumbo laranja.,NULL
~X~062825,Inorganic Salts,"hydrazine and hydroxylamine and their inorganic salts; other inorganic bases; other metal oxides, hydroxides and peroxides.","Hydrazine, hydroxylamine","Hidrazina e hidroxilamina, sais inorgânicos","hidrazina e hidroxilamina e seus sais inorgânicos; outras bases inorgânicas; outros óxidos metálicos, hidróxidos e peróxidos.",NULL
~X~062826,Fluorides,"fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts.","fluorosilicates, fluoroaluminates","Fluoretos, fluorossilicatos, fluoroaluminatos","fluoretos; fluorossilicatos, fluoroaluminatos e outros sais complexos de flúor.",NULL
~X~062827,Chlorides,"chlorides, chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and iodide oxides.",NULL,"Cloretos, óxidos e hidróxidos de cloreto de cloreto; brometos e iodetos de óxidos de brometo; e oxiiodetos","cloretos, óxidos e hidróxidos de cloreto de cloreto; brometos e iodetos de óxidos de brometo; e oxiiodetos.",NULL
~X~062828,Hypochlorites,hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites.,NULL,"Hipocloritos, o hipoclorito de cálcio comercial; clorite; hipobromitos","hipocloritos, o hipoclorito de cálcio comercial; cloritas; hipobromitos.",NULL
~X~062829,Chlorates and Perchlorates,chlorates and perchlorates; bromates and perbromates; iodates and periodates.,NULL,Cloratos e percloratos; bromatos e perbromates; iodatos e periodatos,cloratos e percloratos; bromatos e perbromates; iodatos e periodatos.,NULL
~X~062830,Sulfides,"sulphides; polysulphides, whether or not chemically defined.",NULL,Sulfetos polissulfetos;,"sulfuretos;. polissulfetos, de constituição química definida ou não",NULL
~X~062831,Dithionites and Sulfoxylates,dithionites and sulphoxylates.,NULL,Ditionites e sulfoxylates,ditionites e sulfoxilatos.,NULL
~X~062832,Sulfites,sulphites; thiosulphates.,NULL,Sulfitos; tiossulfatos,"sulfitos, tiossulfatos.",NULL
~X~062833,Sulfates,sulphates; alums; peroxosulphates (persulphates).,NULL,Sulfatos; ex-alunos; peroxossulfatos (persulfatos),"sulfatos, ex-alunos; peroxossulfatos (persulfatos).",NULL
~X~062834,Nitrites and Nitrates,nitrites; nitrates.,NULL,"Nitritos, nitratos","os nitritos, nitratos.",NULL
~X~062835,Phosphinates and Phosphonates,"phosphinates (hypophosphites), phosphonates (phosphites) and phosphates; polyphosphates, whether or not chemically defined.",NULL,Fosfinatos e fosfonatos,"fosfinatos (hipofosfitos), fosfonatos (fosfitos) e fosfatos; polifosfatos, química definida ou não.",NULL
~X~062836,Carbonates,carbonates; peroxocarbonates (percarbonates); commercial ammonium carbonate containing ammonium carbamate.,NULL,Carbonatos; peroxocarbonatos (percarbonatos); carbonato de amônio comercial contendo carbamato de amônio,carbonatos; peroxocarbonatos (percarbonatos); carbonato de amónio comercial que contenha carbamato de amônio.,NULL
~X~062837,Cyanides,"cyanides, cyanide oxides and complex cyanides.",NULL,Cianetos,"cianetos, oxicianetos e cianetos complexos.",NULL
~X~062838,Fulminates,"Fulminates, cyanates and thiocyanates",NULL,NULL,NULL,NULL
~X~062839,Silicates,silicates; commercial alkali metal silicates.,NULL,Silicatos; comerciais silicatos dos metais alcalinos,silicatos; comerciais silicatos de metal alcalino.,NULL
~X~062840,Borates,borates; peroxoborates (perborates).,NULL,Boratos; peroxoborates,boratos; peroxoborates (perboratos).,NULL
~X~062841,Oxometallic or Peroxometallic Acid Salts,salts of oxometallic or peroxometallic acids.,NULL,Sais de ácidos oxometálicos ou peroxometálicos,sais de ácidos oxometálicos ou peroxometálicos.,NULL
~X~062842,Other Inorganic Acids Salts,"other salts of inorganic acids or peroxoacids (including aluminosilicates whether or not chemically defined), other than azides.",NULL,Outros sais de ácidos inorgânicos ou peroxoácidos,"outros sais dos ácidos ou peroxoácidos inorgânicos (incluindo aluminossilicatos de constituição química definida ou não), excepto azidas.",NULL
~X~062843,Precious Metal Compounds,"colloidal precious metals; inorganic or organic compounds of precious metals, whether or not chemically defined; amalgams of precious metals.",NULL,Coloidais metais preciosos; inorgânicos ou compostos orgânicos de metais preciosos,"coloidais metais preciosos; compostos inorgânicos ou orgânicos de metais preciosos, de constituição química definida ou não,. amálgamas de metais preciosos",NULL
~X~062844,Radioactive Chemicals,radioactive chemical elements and radioactive isotopes (including the fissile or fertile chemical elements and isotopes) and their compounds; mixtures and residues containing these products.,isotopes,Elementos químicos radioativos e os isótopos radioativos,"química elementos radioativos e isótopos radioativos (incluindo os elementos químicos físseis ou férteis e isótopos) e seus compostos, misturas e resíduos que contenham esses produtos.",NULL
